" Relative warp scores '(S'')' matrix                                                                    
1 74L 42 0                                                                      
0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 30 33 34 35 36 37 38 39 40 41 43 44 46 48 52 53 54 55 57 58 60 61 62 63 64 65 66 67 70 71 72 74 75 79 80 81 82 84 85 98 99 100 102 104 105 106
-0.0016316816 0.0415954087 0.0287000798 0.0148330646 0.019613929 -0.0152091721 -0.0008162313 -0.0016463603 0.0017677592 -0.0089748178                                                                
0.0073749269 0.0047352877 0.0042193951 0.0060138367 -0.0077607068 0.0100913183 0.00797519 0.0081502437 -0.0071042658 -0.0080663209                                                                
0.0022503415 0.0006450829 -0.001049669 0.0021606989 -0.0022529671 -0.0022852893 0.0048892863 -0.0013651032 0.0007159134 0.0035095253                                                                
0.0040386999 -0.0012500862 -0.0016089055 -0.0017682463 -0.0001729713 -0.0007524674 -0.0016029291 -0.001842379 -0.0007057173 0.0005679566                                                                
0.0011877751 0.0002605872                                                                        
-0.0055491132 -0.0192371831 0.0247030366 0.0291651741 0.0179274908 -0.0153577926 0.002781127 0.0211843285 0.0038379148 0.0024667659                                                                
0.0083565268 0.0006836912 -0.0011717998 -0.0016608882 0.0027570934 0.0077797778 0.0018273908 -0.0101362271 -0.0030963983 -0.0050886195                                                                
0.0002052099 0.0052458695 -0.0012390691 -0.0049514074 0.0010803628 0.0059042739 -0.0022891898 -0.0062841618 0.000824962 0.0050943491                                                                
0.0004315602 0.0004636762 0.0008485011 -0.0009041821 0.0002966198 0.0008561539 0.0007969885 0.0018902005 0.0011442515 -0.0007970481                                                                
0.0005593603 -0.0012296765                                                                        
-0.032562553 0.0064668955 0.0164621206 0.0242695476 0.0512072984 0.0307899648 -0.0009905595 0.0335823684 0.0045530909 -0.0097509897                                                                
-0.0022243608 -0.0046327791 0.0008468988 -0.0003049452 0.0013035137 -0.0013946924 -0.0080188825 0.0016609546 0.0045090867 -0.0011385496                                                                
0.0059857264 -0.0026123403 -0.0010175898 -0.0084431339 0.0052764893 -0.0017392477 0.0012052533 0.0011751775 -0.0011628947 -0.0032713359                                                                
0.0004464426 0.0002644304 -0.0012372589 -0.0004818258 -0.001238983 -0.0003133664 -0.0026671974 0.0014700684 -4.14215871441065E-05 -0.0006259062                                                                
0.000220411 -0.0008120884                                                                        
-0.018415737 -0.0077633559 0.0070948015 0.0322799194 0.0193713395 0.0095531422 -0.0142180148 0.0107125337 0.0016073845 0.001597138                                                                
